1103	  185.03    450.13  
1104	  184.92    452.40  
1105	  185.89    453.20  
1106	  185.85    454.41  
1107	  185.99    454.95  
1108	  183.91    454.18  
1109	  184.05    453.16  
1110	  184.78    453.72  
1111	  182.64    453.47  
1112	  184.21    453.42  
1113	  184.13    451.95  
1114	  183.60    452.08  
1115	  185.50    452.07  
1116	  184.65    452.58  
1117	  184.78    452.13  
1118	  183.48    452.31  
1119	  184.86    451.13  
1120	  182.72    452.42  
1121	  182.95    451.96  
1122	  182.99    450.97  
1123	  183.29    452.58  
1124	  183.45    452.52  
1125	  184.22    451.95  
1126	  184.15    450.49  
1127	  184.42    451.31  
1128	  183.86    452.31  
1129	  184.36    451.95  
1130	  185.02    452.68  
1131	  184.58    452.83  
1132	  185.09    451.69  
1133	  185.00    451.65  
1134	  184.38    451.58  
1135	  185.51    451.06  
1136	  184.25    449.90  
1137	  185.13    451.29  
1138	  186.35    453.25  
1139	  185.25    453.78  
1140	  184.38    453.39  
1141	  184.17    454.03  
1142	  185.95    452.60  
1143	  184.24    453.02  
1144	  182.30    452.44  
1145	  182.65    453.12  
1146	  185.34    452.91  
1147	  184.64    452.88  
1148	  185.63    449.83  
1149	  184.16    450.30  
1150	  182.97    450.71  
1151	  183.06    451.16  
1152	  182.12    452.94  
1153	  181.14    453.04  
